GLAID,Borough,Priority,Empty,Bedroom
848,Bromley,2,1 to 3 years,2B
849,Bromley,4,Over 5 years,4B
850,Bromley,1,Over 5 years,3B
851,Bromley,3,3 to 5 years,2B
852,Bromley,2,3 to 5 years,3B
853,Bromley,1,1 to 3 years,3B
854,Bromley,3,3 to 5 years,2B
857,Bromley,3,Over 5 years,2B
858,Bromley,2,3 to 5 years,2B
859,Bromley,2,1 to 3 years,2B
861,Bromley,3,3 to 5 years,2B
862,Bromley,2,1 to 3 years,2B
863,Bromley,2,1 to 3 years,3B
864,Bromley,4,Over 5 years,4B
866,Bromley,2,1 to 3 years,2B
867,Bromley,1,Over 5 years,3B
868,Bromley,2,1 to 3 years,5B+
869,Bromley,3,1 to 3 years,2B
870,Bromley,1,1 to 3 years,3B
871,Bromley,3,1 to 3 years,3B
872,Bromley,1,Over 5 years,3B
875,Bromley,2,1 to 3 years,1B
876,Bromley,2,1 to 3 years,2B
877,Bromley,2,1 to 3 years,3B
878,Bromley,1,1 to 3 years,2B
879,Bromley,3,1 to 3 years,5B+
880,Bromley,3,1 to 3 years,4B
881,Bromley,2,1 to 3 years,3B
882,Bromley,2,1 to 3 years,3B
883,Bromley,3,1 to 3 years,4B
884,Bromley,4,1 to 3 years,5B+
886,Bromley,3,1 to 3 years,4B
891,Bromley,2,1 to 3 years,2B
892,Bromley,2,1 to 3 years,5B+
893,Bromley,3,1 to 3 years,3B
894,Bromley,1,Over 5 years,4B
895,Bromley,1,1 to 3 years,3B
896,Bromley,2,1 to 3 years,3B
897,Bromley,2,1 to 3 years,5B+
898,Bromley,2,1 to 3 years,2B
899,Bromley,2,1 to 3 years,3B
904,Bromley,2,1 to 3 years,1B
905,Bromley,1,1 to 3 years,2B
909,Bromley,2,1 to 3 years,1B
910,Bromley,4,Over 5 years,1B
911,Bromley,3,1 to 3 years,4B
912,Bromley,2,1 to 3 years,3B
913,Bromley,2,1 to 3 years,1B
914,Bromley,1,1 to 3 years,2B
915,Bromley,2,1 to 3 years,1B
917,Bromley,5,1 to 3 years,2B
918,Bromley,5,1 to 3 years,2B
919,Bromley,2,1 to 3 years,1B
920,Bromley,3,Over 5 years,3B
921,Bromley,2,1 to 3 years,2B
931,Bromley,2,1 to 3 years,2B
932,Bromley,2,1 to 3 years,4B
933,Bromley,1,Over 5 years,3B
936,Bromley,3,Over 5 years,4B
937,Bromley,3,Over 5 years,3B
938,Bromley,4,3 to 5 years,3B
939,Bromley,5,Over 5 years,3B
940,Bromley,5,3 to 5 years,3B
941,Bromley,3,Over 5 years,3B
942,Bromley,3,1 to 3 years,2B
943,Bromley,4,1 to 3 years,2B
944,Bromley,5,1 to 3 years,2B
945,Bromley,1,1 to 3 years,3B
946,Bromley,5,1 to 3 years,4B
947,Bromley,2,1 to 3 years,2B
949,Bromley,2,3 to 5 years,2B
950,Bromley,2,1 to 3 years,2B
951,Bromley,2,1 to 3 years,3B
953,Bromley,2,1 to 3 years,1B
958,Bromley,1,1 to 3 years,2B
959,Bromley,3,Over 5 years,3B
960,Bromley,3,Over 5 years,3B
961,Bromley,3,Over 5 years,2B
962,Bromley,2,1 to 3 years,1B
963,Bromley,1,3 to 5 years,2B
967,Bromley,2,1 to 3 years,2B
972,Bromley,3,Over 5 years,2B
973,Bromley,2,1 to 3 years,1B
974,Bromley,2,1 to 3 years,3B
975,Bromley,1,1 to 3 years,3B
976,Bromley,2,1 to 3 years,2B
977,Bromley,2,1 to 3 years,2B
978,Bromley,3,Over 5 years,2B
979,Bromley,2,1 to 3 years,2B
980,Bromley,2,3 to 5 years,3B
982,Bromley,2,1 to 3 years,2B
983,Bromley,2,1 to 3 years,3B
984,Bromley,2,1 to 3 years,2B
985,Bromley,2,1 to 3 years,4B
986,Bromley,4,Over 5 years,4B
987,Bromley,2,1 to 3 years,2B
988,Bromley,2,1 to 3 years,2B
990,Bromley,4,1 to 3 years,4B
992,Bromley,1,1 to 3 years,3B
993,Bromley,2,1 to 3 years,4B
994,Bromley,2,1 to 3 years,2B
995,Bromley,1,1 to 3 years,4B
996,Bromley,2,1 to 3 years,1B
998,Bromley,5,Over 5 years,5B+
999,Bromley,4,Over 5 years,3B
1000,Bromley,4,3 to 5 years,2B
1002,Bromley,4,3 to 5 years,3B
1003,Bromley,3,Over 5 years,3B
1004,Bromley,3,1 to 3 years,2B
1005,Bromley,2,1 to 3 years,3B
1006,Bromley,3,3 to 5 years,3B
1007,Bromley,2,1 to 3 years,2B
1008,Bromley,1,1 to 3 years,2B
1009,Bromley,5,Over 5 years,3B
1010,Bromley,2,3 to 5 years,5B+
1011,Bromley,3,Over 5 years,3B
1012,Bromley,5,Over 5 years,4B
1013,Bromley,4,Over 5 years,1B
1014,Bromley,3,Over 5 years,2B
1015,Bromley,2,1 to 3 years,1B
1016,Bromley,2,1 to 3 years,2B
1018,Bromley,2,1 to 3 years,2B
1020,Bromley,3,1 to 3 years,2B
1021,Bromley,3,1 to 3 years,3B
1023,Bromley,3,3 to 5 years,2B
1024,Bromley,1,1 to 3 years,2B
1025,Bromley,1,1 to 3 years,3B
1026,Bromley,4,Over 5 years,2B
1027,Bromley,2,1 to 3 years,2B
1028,Bromley,2,1 to 3 years,2B
1029,Bromley,4,Over 5 years,3B
1031,Bromley,2,1 to 3 years,1B
1032,Bromley,2,1 to 3 years,4B
1033,Bromley,2,1 to 3 years,1B
1035,Bromley,2,1 to 3 years,2B
1037,Bromley,2,1 to 3 years,2B
1038,Bromley,2,1 to 3 years,1B
1039,Bromley,2,1 to 3 years,2B
1040,Bromley,2,1 to 3 years,3B
1041,Bromley,3,3 to 5 years,2B
1042,Bromley,3,Over 5 years,2B
1045,Bromley,4,Over 5 years,2B
1046,Bromley,2,1 to 3 years,1B
1047,Bromley,2,1 to 3 years,1B
1048,Bromley,3,Over 5 years,3B
1049,Bromley,3,1 to 3 years,4B
1050,Bromley,2,1 to 3 years,3B
1051,Bromley,2,1 to 3 years,2B
1053,Bromley,3,Over 5 years,2B
1055,Bromley,2,1 to 3 years,2B
1056,Bromley,4,1 to 3 years,3B
1057,Bromley,4,Over 5 years,2B
1058,Greenwich,1,1 to 3 years,Unknown
1059,Greenwich,1,1 to 3 years,3B
1060,Greenwich,1,1 to 3 years,3B
1061,Greenwich,1,1 to 3 years,Unknown
1062,Greenwich,1,1 to 3 years,3B
1063,Greenwich,1,1 to 3 years,3B
1064,Greenwich,1,1 to 3 years,Unknown
1065,Greenwich,1,1 to 3 years,Unknown
1066,Greenwich,1,1 to 3 years,3B
1067,Greenwich,1,1 to 3 years,Unknown
1068,Greenwich,1,1 to 3 years,3B
1069,Greenwich,1,1 to 3 years,Unknown
1070,Greenwich,1,1 to 3 years,3B
1071,Greenwich,1,1 to 3 years,3B
1072,Greenwich,1,1 to 3 years,3B
1073,Greenwich,1,1 to 3 years,3B
1074,Greenwich,1,1 to 3 years,3B
1075,Greenwich,1,1 to 3 years,3B
1076,Greenwich,1,1 to 3 years,3B
1077,Greenwich,1,1 to 3 years,Unknown
1078,Greenwich,1,1 to 3 years,3B
1079,Greenwich,1,1 to 3 years,Unknown
1080,Greenwich,1,1 to 3 years,2B
1081,Greenwich,1,1 to 3 years,3B
1082,Greenwich,1,1 to 3 years,2B
1083,Greenwich,1,1 to 3 years,2B
1084,Greenwich,1,1 to 3 years,Unknown
1085,Greenwich,1,1 to 3 years,3B
1086,Greenwich,1,1 to 3 years,Unknown
1087,Greenwich,1,1 to 3 years,Unknown
1088,Greenwich,1,1 to 3 years,2B
1089,Greenwich,1,1 to 3 years,2B
1090,Greenwich,1,1 to 3 years,3B
1091,Greenwich,1,1 to 3 years,3B
1092,Greenwich,1,1 to 3 years,2B
1093,Greenwich,1,1 to 3 years,2B
1094,Greenwich,1,1 to 3 years,Unknown
1095,Greenwich,1,1 to 3 years,1B
1096,Greenwich,1,1 to 3 years,3B
1097,Greenwich,1,1 to 3 years,2B
1098,Greenwich,1,1 to 3 years,2B
1099,Greenwich,1,1 to 3 years,2B
1100,Greenwich,1,1 to 3 years,3B
1101,Greenwich,1,1 to 3 years,Unknown
1102,Greenwich,1,1 to 3 years,Unknown
1103,Greenwich,1,1 to 3 years,3B
1104,Greenwich,1,1 to 3 years,2B
1105,Greenwich,1,1 to 3 years,2B
1106,Greenwich,1,1 to 3 years,3B
1107,Greenwich,1,1 to 3 years,2B
1108,Greenwich,1,1 to 3 years,2B
1109,Greenwich,1,1 to 3 years,2B
1110,Greenwich,1,1 to 3 years,2B
1111,Greenwich,1,1 to 3 years,2B
1112,Greenwich,1,1 to 3 years,Unknown
1113,Greenwich,1,1 to 3 years,Unknown
1114,Greenwich,2,3 to 5 years,3B
1115,Greenwich,2,1 to 3 years,Unknown
1116,Greenwich,2,1 to 3 years,3B
1117,Greenwich,2,3 to 5 years,3B
1118,Greenwich,2,1 to 3 years,3B
1119,Greenwich,2,1 to 3 years,3B
1120,Greenwich,2,3 to 5 years,Unknown
1121,Greenwich,2,3 to 5 years,Unknown
1122,Greenwich,2,3 to 5 years,Unknown
1123,Greenwich,2,1 to 3 years,Unknown
1124,Greenwich,2,1 to 3 years,Unknown
1125,Greenwich,2,1 to 3 years,Unknown
1126,Greenwich,2,1 to 3 years,3B
1127,Greenwich,2,1 to 3 years,2B
1128,Greenwich,2,Over 5 years,2B
1129,Greenwich,2,3 to 5 years,2B
1130,Greenwich,2,3 to 5 years,3B
1131,Greenwich,2,3 to 5 years,3B
1132,Greenwich,2,1 to 3 years,1B
1133,Greenwich,2,1 to 3 years,2B
1134,Greenwich,2,3 to 5 years,Unknown
1135,Greenwich,2,1 to 3 years,Unknown
1136,Greenwich,2,1 to 3 years,3B
1137,Greenwich,2,1 to 3 years,3B
1138,Greenwich,2,3 to 5 years,3B
1139,Greenwich,2,1 to 3 years,2B
1140,Greenwich,2,1 to 3 years,3B
1141,Greenwich,2,1 to 3 years,2B
1142,Greenwich,2,1 to 3 years,2B
1143,Greenwich,2,1 to 3 years,2B
1144,Greenwich,2,1 to 3 years,Unknown
1145,Greenwich,2,1 to 3 years,Unknown
1146,Greenwich,2,1 to 3 years,Unknown
1147,Greenwich,2,1 to 3 years,Unknown
1148,Greenwich,2,Over 5 years,2B
1149,Greenwich,2,1 to 3 years,3B
1150,Greenwich,2,3 to 5 years,3B
1151,Greenwich,2,3 to 5 years,3B
1152,Greenwich,2,1 to 3 years,3B
1153,Greenwich,2,3 to 5 years,1B
1154,Greenwich,2,1 to 3 years,1B
1155,Greenwich,2,1 to 3 years,Unknown
1156,Greenwich,2,1 to 3 years,3B
1157,Greenwich,2,Over 5 years,4B
1158,Greenwich,2,1 to 3 years,Unknown
1159,Greenwich,2,1 to 3 years,3B
1160,Greenwich,2,1 to 3 years,3B
1161,Greenwich,2,Over 5 years,3B
1162,Greenwich,2,1 to 3 years,1B
1163,Greenwich,2,1 to 3 years,3B
1164,Greenwich,2,1 to 3 years,3B
1165,Greenwich,2,3 to 5 years,Unknown
1166,Greenwich,2,1 to 3 years,Unknown
1167,Greenwich,2,1 to 3 years,2B
1168,Greenwich,2,1 to 3 years,2B
1169,Greenwich,2,1 to 3 years,3B
1170,Greenwich,2,Over 5 years,3B
1171,Greenwich,2,3 to 5 years,3B
1172,Greenwich,2,1 to 3 years,3B
1173,Greenwich,2,1 to 3 years,3B
1174,Greenwich,2,1 to 3 years,3B
1175,Greenwich,2,3 to 5 years,Unknown
1176,Greenwich,2,3 to 5 years,Unknown
1177,Greenwich,2,1 to 3 years,3B
1178,Greenwich,2,1 to 3 years,3B
1179,Greenwich,2,1 to 3 years,3B
1180,Greenwich,2,Over 5 years,2B
1181,Greenwich,2,3 to 5 years,3B
1182,Greenwich,2,3 to 5 years,Unknown
1183,Greenwich,2,1 to 3 years,Unknown
1184,Greenwich,2,1 to 3 years,1B
1185,Greenwich,2,1 to 3 years,Unknown
1186,Greenwich,2,1 to 3 years,Unknown
1187,Greenwich,2,Over 5 years,Unknown
1188,Greenwich,2,3 to 5 years,Unknown
1189,Greenwich,2,3 to 5 years,Unknown
1190,Greenwich,2,3 to 5 years,Unknown
1191,Greenwich,2,1 to 3 years,Unknown
1192,Greenwich,2,1 to 3 years,Unknown
1193,Greenwich,2,1 to 3 years,Unknown
1194,Greenwich,2,1 to 3 years,2B
1195,Greenwich,2,1 to 3 years,2B
1196,Greenwich,2,1 to 3 years,Unknown
1197,Greenwich,2,3 to 5 years,2B
1198,Greenwich,2,1 to 3 years,Unknown
1199,Greenwich,2,3 to 5 years,1B
1200,Greenwich,2,1 to 3 years,1B
1201,Greenwich,2,1 to 3 years,2B
1202,Greenwich,2,1 to 3 years,2B
1203,Greenwich,2,1 to 3 years,3B
1204,Greenwich,2,1 to 3 years,Unknown
1205,Greenwich,2,Over 5 years,Unknown
1206,Greenwich,2,3 to 5 years,Unknown
1207,Greenwich,2,Over 5 years,Unknown
1208,Greenwich,2,1 to 3 years,Unknown
1209,Greenwich,2,3 to 5 years,2B
1210,Greenwich,2,1 to 3 years,3B
1211,Greenwich,2,3 to 5 years,1B
1212,Greenwich,2,1 to 3 years,1B
1213,Greenwich,2,3 to 5 years,3B
1214,Greenwich,2,1 to 3 years,3B
1215,Greenwich,2,1 to 3 years,3B
1216,Greenwich,2,1 to 3 years,2B
1217,Greenwich,2,3 to 5 years,3B
1218,Greenwich,2,1 to 3 years,3B
1219,Greenwich,2,1 to 3 years,5B+
1220,Greenwich,2,3 to 5 years,2B
1221,Greenwich,2,1 to 3 years,5B+
1222,Greenwich,2,1 to 3 years,Unknown
1223,Greenwich,2,3 to 5 years,Unknown
1224,Greenwich,2,1 to 3 years,2B
1225,Greenwich,2,1 to 3 years,4B
1226,Greenwich,2,Over 5 years,Unknown
1227,Greenwich,2,3 to 5 years,3B
1228,Greenwich,2,1 to 3 years,Unknown
1229,Greenwich,2,1 to 3 years,3B
1230,Greenwich,2,1 to 3 years,3B
1231,Greenwich,2,1 to 3 years,3B
1232,Greenwich,2,1 to 3 years,2B
1233,Greenwich,2,3 to 5 years,Unknown
1234,Greenwich,2,3 to 5 years,Unknown
1235,Greenwich,2,3 to 5 years,3B
1236,Greenwich,2,3 to 5 years,3B
1237,Greenwich,2,3 to 5 years,2B
1238,Greenwich,2,1 to 3 years,Unknown
1239,Greenwich,2,1 to 3 years,2B
1240,Greenwich,2,1 to 3 years,3B
1241,Greenwich,2,3 to 5 years,2B
1242,Greenwich,2,1 to 3 years,Unknown
1243,Greenwich,2,1 to 3 years,Unknown
1244,Greenwich,2,1 to 3 years,Unknown
1245,Greenwich,2,1 to 3 years,Unknown
1246,Greenwich,2,1 to 3 years,Unknown
1247,Greenwich,2,Over 5 years,3B
1248,Greenwich,2,3 to 5 years,2B
1249,Greenwich,2,1 to 3 years,2B
1250,Greenwich,2,1 to 3 years,3B
1251,Greenwich,2,1 to 3 years,4B
1252,Greenwich,2,1 to 3 years,1B
1253,Greenwich,2,1 to 3 years,3B
1254,Greenwich,2,1 to 3 years,1B
1255,Greenwich,2,Over 5 years,2B
1256,Greenwich,2,3 to 5 years,2B
1257,Greenwich,2,3 to 5 years,2B
1258,Greenwich,2,1 to 3 years,2B
1259,Greenwich,2,3 to 5 years,Unknown
1260,Greenwich,2,1 to 3 years,Unknown
1261,Greenwich,2,1 to 3 years,Unknown
1262,Greenwich,2,3 to 5 years,2B
1263,Greenwich,2,1 to 3 years,2B
1264,Greenwich,2,1 to 3 years,2B
1265,Greenwich,2,3 to 5 years,2B
1266,Greenwich,2,1 to 3 years,Unknown
1267,Greenwich,2,Over 5 years,4B
1268,Greenwich,2,1 to 3 years,3B
1269,Greenwich,2,1 to 3 years,Unknown
1270,Greenwich,2,1 to 3 years,Unknown
1271,Greenwich,2,1 to 3 years,2B
1272,Greenwich,2,1 to 3 years,2B
1273,Greenwich,2,1 to 3 years,Unknown
1274,Greenwich,2,1 to 3 years,Unknown
1275,Greenwich,2,3 to 5 years,1B
1276,Greenwich,2,1 to 3 years,Unknown
1277,Greenwich,2,1 to 3 years,3B
1278,Greenwich,2,3 to 5 years,3B
1279,Greenwich,2,1 to 3 years,2B
1280,Greenwich,2,1 to 3 years,Unknown
1281,Greenwich,2,3 to 5 years,3B
1282,Greenwich,2,Over 5 years,3B
1283,Greenwich,2,1 to 3 years,2B
1284,Greenwich,2,3 to 5 years,Unknown
1285,Greenwich,2,1 to 3 years,Unknown
1286,Greenwich,2,1 to 3 years,Unknown
1287,Greenwich,2,1 to 3 years,Unknown
1288,Greenwich,2,3 to 5 years,2B
1289,Greenwich,2,1 to 3 years,Unknown
1290,Greenwich,2,Over 5 years,Unknown
1291,Greenwich,2,3 to 5 years,3B
1292,Greenwich,2,1 to 3 years,Unknown
1293,Greenwich,2,3 to 5 years,1B
1294,Greenwich,2,3 to 5 years,1B
1295,Greenwich,2,1 to 3 years,1B
1296,Greenwich,2,1 to 3 years,3B
1297,Greenwich,2,Over 5 years,3B
1298,Greenwich,2,Over 5 years,2B
1299,Greenwich,2,3 to 5 years,3B
1300,Greenwich,2,3 to 5 years,3B
1301,Greenwich,2,Over 5 years,2B
1302,Greenwich,2,1 to 3 years,Unknown
1303,Greenwich,2,3 to 5 years,2B
1304,Greenwich,2,1 to 3 years,4B
1305,Greenwich,2,3 to 5 years,3B
1306,Greenwich,2,3 to 5 years,Unknown
1307,Greenwich,2,Over 5 years,Unknown
1308,Greenwich,2,1 to 3 years,Unknown
1309,Greenwich,2,3 to 5 years,Unknown
1310,Greenwich,2,1 to 3 years,Unknown
1311,Greenwich,3,1 to 3 years,Unknown
1312,Greenwich,3,Over 5 years,Unknown
1313,Greenwich,3,Over 5 years,3B
1314,Greenwich,3,Over 5 years,1B
1315,Greenwich,3,Over 5 years,3B
1316,Greenwich,3,1 to 3 years,3B
1317,Greenwich,3,3 to 5 years,Unknown
1318,Greenwich,3,1 to 3 years,Unknown
1319,Greenwich,3,Over 5 years,3B
1320,Greenwich,3,1 to 3 years,3B
1321,Greenwich,3,Over 5 years,Unknown
1322,Greenwich,3,Over 5 years,Unknown
1323,Greenwich,3,Over 5 years,Unknown
1324,Greenwich,3,1 to 3 years,2B
1325,Greenwich,3,3 to 5 years,Unknown
1326,Greenwich,3,1 to 3 years,Unknown
1327,Greenwich,3,1 to 3 years,3B
1328,Greenwich,3,1 to 3 years,3B
1329,Greenwich,3,1 to 3 years,3B
1330,Greenwich,3,Over 5 years,Unknown
1331,Greenwich,3,Over 5 years,3B
1332,Greenwich,3,1 to 3 years,2B
1333,Greenwich,3,3 to 5 years,2B
1334,Greenwich,3,Over 5 years,3B
1335,Greenwich,3,3 to 5 years,2B
1336,Greenwich,3,1 to 3 years,2B
1337,Greenwich,3,1 to 3 years,2B
1338,Greenwich,3,1 to 3 years,5B+
1339,Greenwich,3,3 to 5 years,Unknown
1340,Greenwich,3,Over 5 years,3B
1341,Greenwich,3,3 to 5 years,2B
1342,Greenwich,3,1 to 3 years,Unknown
1343,Greenwich,3,Over 5 years,2B
1344,Greenwich,3,3 to 5 years,3B
1345,Greenwich,3,1 to 3 years,Unknown
1346,Greenwich,4,Over 5 years,3B
1347,Greenwich,4,1 to 3 years,3B
1348,Greenwich,4,3 to 5 years,3B
1349,Greenwich,4,Over 5 years,3B
1350,Greenwich,4,1 to 3 years,5B+
1351,Greenwich,4,Over 5 years,3B
1352,Greenwich,4,3 to 5 years,2B
1353,Greenwich,5,Over 5 years,2B
1354,Greenwich,5,Over 5 years,2B
1355,Greenwich,5,Over 5 years,3B
1356,Greenwich,5,Over 5 years,Unknown
1357,Greenwich,5,Over 5 years,3B
1358,Greenwich,5,Over 5 years,2B
1359,Greenwich,5,Over 5 years,3B
1360,Greenwich,5,3 to 5 years,Unknown
1361,Greenwich,5,3 to 5 years,5B+
1362,Greenwich,3,3 to 5 years,Unknown
1363,Greenwich,4,3 to 5 years,3B
1364,Greenwich,4,Over 5 years,3B
1365,Greenwich,3,3 to 5 years,Unknown
1366,Greenwich,2,1 to 3 years,3B
1367,Greenwich,3,3 to 5 years,3B
1368,Greenwich,3,Over 5 years,Unknown
1369,Greenwich,3,1 to 3 years,2B
1370,Greenwich,3,3 to 5 years,2B
1371,Greenwich,3,1 to 3 years,2B
1372,Greenwich,4,Over 5 years,2B
1373,Greenwich,2,1 to 3 years,1B
1374,Greenwich,4,Over 5 years,Unknown
1375,Greenwich,2,1 to 3 years,2B
1376,Greenwich,2,1 to 3 years,2B
1377,Greenwich,3,3 to 5 years,2B
1378,Greenwich,3,3 to 5 years,4B
1379,Greenwich,4,1 to 3 years,3B
1380,Greenwich,3,Over 5 years,3B
1381,Greenwich,2,Over 5 years,2B
1382,Greenwich,1,1 to 3 years,3B
1383,Greenwich,4,Over 5 years,1B
1384,Lewisham,5,Over 5 years,3B
1385,Lewisham,3,1 to 3 years,3B
1386,Lewisham,2,3 to 5 years,3B
1387,Lewisham,2,3 to 5 years,3B
1388,Lewisham,4,3 to 5 years,1B
1389,Lewisham,4,3 to 5 years,1B
1390,Lewisham,5,Over 5 years,2B
1391,Lewisham,5,Over 5 years,3B
1392,Lewisham,2,Over 5 years,2B
1393,Lewisham,5,Over 5 years,5B+
1394,Lewisham,5,1 to 3 years,4B
1395,Lewisham,2,1 to 3 years,3B
1396,Lewisham,5,Over 5 years,5B+
1397,Lewisham,2,3 to 5 years,1B
1398,Lewisham,1,1 to 3 years,2B
1399,Lewisham,2,1 to 3 years,5B+
1400,Lewisham,2,1 to 3 years,1B
1401,Lewisham,2,1 to 3 years,1B
1402,Lewisham,2,1 to 3 years,1B
1403,Lewisham,4,Over 5 years,2B
1404,Lewisham,3,3 to 5 years,5B+
1405,Lewisham,3,3 to 5 years,Unknown
1406,Lewisham,3,3 to 5 years,Unknown
1407,Lewisham,3,3 to 5 years,Unknown
1408,Lewisham,2,1 to 3 years,5B+
1409,Lewisham,3,1 to 3 years,5B+
1410,Lewisham,4,3 to 5 years,5B+
1411,Lewisham,5,3 to 5 years,5B+
1412,Lewisham,5,Over 5 years,2B
1413,Lewisham,5,Over 5 years,3B
1414,Lewisham,3,Over 5 years,3B
1415,Lewisham,3,3 to 5 years,4B
1416,Lewisham,5,Over 5 years,5B+
1417,Lewisham,5,Over 5 years,5B+
1418,Lewisham,2,1 to 3 years,2B
1419,Lewisham,3,3 to 5 years,1B
1420,Lewisham,3,3 to 5 years,1B
1421,Lewisham,5,Over 5 years,4B
1422,Lewisham,2,1 to 3 years,Unknown
1423,Lewisham,5,Over 5 years,5B+
1424,Lewisham,5,Over 5 years,4B
1425,Lewisham,3,3 to 5 years,3B
1426,Lewisham,5,Over 5 years,5B+
1427,Lewisham,4,1 to 3 years,4B
1428,Lewisham,5,Over 5 years,2B
1429,Lewisham,3,1 to 3 years,4B
1430,Lewisham,2,3 to 5 years,4B
1431,Lewisham,2,Over 5 years,4B
1432,Lewisham,5,Over 5 years,3B
1433,Lewisham,1,Over 5 years,2B
1434,Lewisham,4,Over 5 years,3B
1435,Lewisham,5,Over 5 years,3B
1436,Lewisham,5,Over 5 years,3B
1437,Lewisham,5,Over 5 years,3B
1438,Lewisham,4,1 to 3 years,3B
1439,Lewisham,5,Over 5 years,3B
1440,Lewisham,Unknown,1 to 3 years,3B
1441,Lewisham,5,Over 5 years,2B
1442,Lewisham,4,Over 5 years,Unknown
1443,Lewisham,2,1 to 3 years,4B
1444,Lewisham,5,Over 5 years,2B
1445,Lewisham,5,Over 5 years,3B
1446,Lewisham,2,Over 5 years,5B+
1447,Lewisham,4,Over 5 years,3B
1448,Lewisham,4,1 to 3 years,5B+
1449,Lewisham,3,3 to 5 years,3B
1450,Lewisham,5,Over 5 years,3B
1451,Lewisham,5,Over 5 years,4B
1452,Lewisham,4,3 to 5 years,1B
1453,Lewisham,3,Over 5 years,4B
1454,Lewisham,3,Over 5 years,2B
1455,Lewisham,2,1 to 3 years,1B
1456,Lewisham,2,1 to 3 years,1B
1457,Lewisham,5,Over 5 years,4B
1458,Lewisham,4,Over 5 years,3B
1459,Lewisham,5,Over 5 years,3B
1460,Lewisham,5,Over 5 years,3B
1461,Lewisham,2,Over 5 years,3B
1462,Lewisham,2,3 to 5 years,3B
1463,Lewisham,4,Over 5 years,3B
1464,Lewisham,4,Over 5 years,3B
1465,Lewisham,4,Over 5 years,3B
1466,Lewisham,2,3 to 5 years,3B
1467,Lewisham,3,3 to 5 years,4B
1468,Lewisham,5,Over 5 years,2B
1469,Lewisham,3,1 to 3 years,2B
1470,Lewisham,2,3 to 5 years,3B
1471,Lewisham,3,1 to 3 years,2B
1472,Lewisham,5,Over 5 years,1B
1473,Lewisham,3,3 to 5 years,3B
1474,Lewisham,3,Unknown,3B
1475,Lewisham,2,Unknown,3B
1476,Lewisham,1,Unknown,3B
1477,Lewisham,3,Unknown,3B
1478,Lewisham,3,Unknown,1B
1479,Lewisham,3,Unknown,2B
1480,Lewisham,4,Over 5 years,4B
1481,Lewisham,3,3 to 5 years,5B+
1482,Lewisham,3,Over 5 years,3B
1483,Lewisham,3,1 to 3 years,4B
1484,Lewisham,2,1 to 3 years,2B
1485,Lewisham,2,1 to 3 years,2B
1486,Lewisham,3,1 to 3 years,4B
1487,Lewisham,1,3 to 5 years,3B
1488,Lewisham,3,1 to 3 years,3B
1489,Lewisham,3,Over 5 years,3B
1490,Lewisham,3,1 to 3 years,3B
1491,Lewisham,2,3 to 5 years,3B
1492,Lewisham,3,1 to 3 years,2B
1493,Lewisham,1,1 to 3 years,1B
1494,Lewisham,3,Over 5 years,3B
1495,Lewisham,2,Over 5 years,2B
1496,Lewisham,2,Over 5 years,2B
1497,Lewisham,2,Over 5 years,1B
1498,Lewisham,2,Over 5 years,1B
1499,Lewisham,2,Over 5 years,1B
1500,Lewisham,1,1 to 3 years,1B
1501,Lewisham,2,Over 5 years,2B
1502,Lewisham,3,Over 5 years,2B
1503,Lewisham,5,Over 5 years,3B
1504,Lewisham,2,1 to 3 years,2B
1505,Lewisham,2,Unknown,Unknown
1506,Lewisham,2,Unknown,Unknown
1507,Lewisham,2,Unknown,Unknown
1508,Lewisham,2,Unknown,Unknown
1509,Lewisham,2,Unknown,Unknown
1510,Lewisham,5,1 to 3 years,2B
1511,Lewisham,5,1 to 3 years,Unknown
1512,Lewisham,5,1 to 3 years,Unknown
1513,Lewisham,5,1 to 3 years,Unknown
1514,Lewisham,5,1 to 3 years,Unknown
1515,Lewisham,5,1 to 3 years,Unknown
1516,Lewisham,3,Over 5 years,3B
1517,Lewisham,2,1 to 3 years,1B
1518,Lewisham,2,1 to 3 years,1B
1519,Lewisham,5,Over 5 years,3B
1520,Lewisham,5,Over 5 years,3B
1521,Lewisham,3,3 to 5 years,2B
1522,Lewisham,3,1 to 3 years,3B
1523,Lewisham,4,Over 5 years,3B
1524,Lewisham,5,3 to 5 years,3B
1525,Lewisham,4,1 to 3 years,4B
1526,Lewisham,3,1 to 3 years,2B
1527,Lewisham,3,1 to 3 years,2B
1528,Lewisham,3,1 to 3 years,2B
1529,Lewisham,3,1 to 3 years,2B
1530,Lewisham,4,3 to 5 years,3B
1531,Lewisham,4,1 to 3 years,3B
1532,Lewisham,3,3 to 5 years,2B
1533,Lewisham,4,1 to 3 years,2B
1534,Lewisham,4,3 to 5 years,3B
1535,Lewisham,5,3 to 5 years,1B
1536,Lewisham,2,1 to 3 years,1B
1537,Lewisham,2,3 to 5 years,1B
1538,Lewisham,3,1 to 3 years,2B
1539,Lewisham,3,3 to 5 years,2B
1540,Lewisham,3,3 to 5 years,2B
1541,Lewisham,2,1 to 3 years,1B
1542,Lewisham,2,1 to 3 years,1B
1543,Lewisham,2,1 to 3 years,1B
1544,Lewisham,3,1 to 3 years,3B
1545,Lewisham,2,1 to 3 years,1B
1546,Lewisham,2,1 to 3 years,2B
1547,Lewisham,1,1 to 3 years,1B
